,Timestamp,age,gender,city,position,experience,germany_experience,work_level,main_tech,other_tech,yearly_salary,vacation_days,emp_state,contract_duration,main_language,company_size,company_type,covid_lost
943,30/11/2020 12:10:34,26,Male,Lisbon,Software Engineer,4.0,0.0,Middle,JavaScript,"Javascript / Typescript, Ruby, SQL",21000.0,22.0,full-time,Unlimited contract,English,51-100,Product,No
944,30/11/2020 12:11:34,30,Male,Barcelona,Data Scientist,5.0,0.0,Senior,R,"Python, SQL",40000.0,25.0,full-time,Unlimited contract,Spanish,1000+,Consulting / Agency,No
945,30/11/2020 12:11:41,24,Male,Sofia,ML Engineer,5.0,0.0,Senior,Python,"Python, C/C++, SQL, Google Cloud, Kubernetes, Docker",64000.0,20.0,full-time,Unlimited contract,English,11-50,Startup,No
946,30/11/2020 12:11:50,35,Male,Frankfurt,Manager ,6.0,5.0,Head,C,"Python, C/C++, Docker",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
947,30/11/2020 12:13:37,27,Male,Rome,Data Scientist,2.0,0.0,Junior,SQL,"Python, SQL, Google Cloud",25300.0,24.0,full-time,Temporary contract,Italian,1000+,Consulting / Agency,No
949,30/11/2020 12:17:06,27,Female,Munich,Backend Developer,6.0,4.0,Senior,Java,Python,85600.0,25.0,full-time,Unlimited contract,English,101-1000,Product,No
950,30/11/2020 12:24:32,29,Male,Bonn,Data Scientist,2.0,2.0,Middle,Python,SQL,55200.0,30.0,full-time,Temporary contract,English,1000+,Product,No
951,30/11/2020 12:32:14,29,Male,Berlin,AI Management,6.0,6.0,Head,Python,"Python, Azure, Docker",92000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
952,30/11/2020 12:45:00,34,Male,Berlin,Backend Developer,14.0,6.0,Lead,Kotlin,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",96000.0,29.0,full-time,Unlimited contract,English,1000+,Startup,No
954,30/11/2020 12:55:38,35,Male,Luttich,Data Scientist,12.0,0.0,Lead,Python,"Python, R, Spark",85000.0,37.5,full-time,Unlimited contract,English,1000+,Product,No
955,30/11/2020 12:56:08,54,Male,Milano,Sales ,31.0,6.0,Head,Network Automation,Python,110000.0,29.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
956,30/11/2020 13:10:41,31,Male,Berlin,Software Engineer,6.0,4.0,Senior,Kotlin,"Kotlin, PHP, Java / Scala, SQL, Go, AWS, Kubernetes",90000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
957,30/11/2020 13:12:47,30,Male,Bielefeld,Software Engineer,5.0,3.0,Junior,C++,"Python, Qt",55000.0,30.0,full-time,Unlimited contract,German,11-50,Product,No
958,30/11/2020 13:17:39,36,Male,Zurich,Backend Developer,15.0,2.0,Senior,C++,"C/C++, Java / Scala",172000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
959,30/11/2020 13:26:02,24,Male,Berlin,Backend Developer,1.0,1.0,Working Student,Python,"Python, Javascript / Typescript, R",14400.0,24.0,part-time,Temporary contract,German,up to 10,Startup,No
960,30/11/2020 13:33:21,28,Male,Frankfurt,XR Developer,8.0,1.0,Lead,C#,"Python, Javascript / Typescript",25000.0,1.0,full-time,Temporary contract,English,11-50,Startup,No
961,30/11/2020 13:50:56,28,Male,Berlin,Data Scientist,4.0,4.0,Head,python,"R, SQL, AWS, Docker",105000.0,100.0,full-time,Unlimited contract,German,11-50,Consulting / Agency,No
962,30/11/2020 13:52:05,36,Male,Hamburg,Data Scientist,2.0,10.0,Middle,Python,"Java / Scala, SQL",63000.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
963,30/11/2020 13:55:09,26,Male,Berlin,DevOps,5.0,2.0,Middle,"Kubernetes, Terraform, GCP","Ruby, AWS, Google Cloud, Docker, Helm, Kustomize, Ansible",72000.0,23.0,full-time,Unlimited contract,English,11-50,Startup,No
964,30/11/2020 14:06:35,36,Male,Munich,DevOps,14.0,6.0,Middle,PowerShell,SQL,65000.0,30.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
965,30/11/2020 14:30:05,33,Male,Berlin,Backend Developer,13.0,1.5,Senior,Python,"Python, Go, Docker",83000.0,30.0,full-time,Unlimited contract,English,51-100,Startup,No
966,30/11/2020 14:36:32,35,Male,Berlin,Data Engineer,6.0,6.0,Senior,Java,"Python, Java / Scala, SQL, Go, AWS, Kubernetes, Docker",200000.0,14.0,freelancer,Temporary contract,English,11-50,Startup,No
967,30/11/2020 14:42:27,29,Male,Basel,Data Scientist,5.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Lead,Python,"R, SQL",115000.0,25.0,full-time,Unlimited contract,English,1000+,Pharma,No
968,30/11/2020 14:47:24,36,Male,Berlin,Frontend Developer,6.0,4.0,Middle,JavaScript,"Javascript / Typescript, Kubernetes, Docker",58000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,Yes
969,30/11/2020 15:10:35,35,Male,Berlin,Software Engineer,2.0,2.0,Middle,"python, scala","Python, Java / Scala, SQL, AWS, Docker",50000.0,45.0,full-time,Unlimited contract,English,1000+,Product,No
970,30/11/2020 15:27:53,29,Male,Berlin,Backend Developer,9.0,6.0,Senior,Java,"Kotlin, Java / Scala, SQL, AWS",75000.0,25.0,full-time,Unlimited contract,English,51-100,Startup,Yes
971,30/11/2020 15:45:24,29,Male,Berlin,DevOps,11.0,7.0,Lead,TypeScript,"Python, Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",140000.0,5.0,freelancer,Unlimited contract,English,up to 10,Startup,No
972,30/11/2020 15:48:04,32,Male,Hamburg,Backend Developer,14.0,6.0,Lead,Java,"Javascript / Typescript, .NET, SQL",80000.0,28.0,full-time,Unlimited contract,English,101-1000,Startup,No
975,30/11/2020 16:24:25,30,Male,Berlin,Software Engineer,7.0,1.0,Senior,python,"Python, C/C++, AWS",49000.0,12.0,full-time,Temporary contract,English,11-50,Startup,No
976,30/11/2020 16:32:24,30,Male,Munich,Data Scientist,2.0,2.0,Middle,Python,"Python, C/C++, Java / Scala, AWS, Azure, spark",50000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
977,30/11/2020 16:42:50,30,Male,Berlin,ML Engineer,6.0,2.0,Middle,Python,"SQL, AWS, Docker",59000.0,28.0,full-time,Unlimited contract,English,51-100,Startup,No
978,30/11/2020 16:54:46,30,Male,Frankfurt,Data Scientist,5.0,4.0,Middle,Python,"Javascript / Typescript, Java / Scala, R, Google Cloud, Azure, Kubernetes, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
979,30/11/2020 16:57:51,48,Male,Madrid,DevOps,15.0,0.0,Senior,Python,"Python, Javascript / Typescript, Perl, AWS, Google Cloud, Kubernetes, Docker",30000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,Yes
980,30/11/2020 17:05:15,31,Male,Berlin,Data Analyst,7.0,6.0,Senior,Sql,"Python, R, SQL",83000.0,26.0,full-time,Unlimited contract,English,101-1000,Startup,No
981,30/11/2020 18:24:21,38,Male,Cologne,Software Engineer,15.0,5.0,Senior,C#,"SQL, Azure",59000.0,30.0,full-time,Unlimited contract,English,up to 10,Product,No
982,30/11/2020 18:25:04,22,Male,Istanbul,Backend Developer,3.0,0.0,Middle,PHP,"Python, Javascript / Typescript, SQL, AWS, Docker",10001.0,0.0,freelancer,Unlimited contract,English,up to 10,Startup,Yes
983,30/11/2020 18:39:45,28,Male,warsaw,Data Scientist,3.0,0.0,Middle,Python,"Java / Scala, SQL, AWS, Google Cloud",50000.0,21.0,freelancer,Unlimited contract,English,101-1000,Product,No
984,30/11/2020 18:41:07,29,Male,Berlin,Data Scientist,5.0,2.0,Senior,Python,"Python, R, SQL, Google Cloud",75000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,Yes
986,30/11/2020 19:23:52,27,Male,Berlin,Frontend Developer,5.0,1.0,Middle,"Javascript, Angular",Javascript / Typescript,58000.0,25.0,full-time,Unlimited contract,English,101-1000,Startup,No
987,30/11/2020 19:28:15,34,Male,Berlin,ML Engineer,3.0,3.0,Senior,Python,AWS,70000.0,30.0,full-time,Temporary contract,English,101-1000,Product,No
988,30/11/2020 20:09:04,28,Male,Wolfsburg,Software Engineer,2.0,1.0,Junior,C,"Python, C/C++, Docker",48000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
989,30/11/2020 20:14:04,40,Male,Mannheim,Software Engineer,9.0,9.0,Middle,C,"Python, C/C++, Javascript / Typescript, Java / Scala, Perl, MATLAB",88000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
992,30/11/2020 21:19:16,35,Female,Munich,Data Scientist,5.0,2.0,Senior,"SAS,SQL,Python","Python, SQL, SAS",75000.0,30.0,full-time,Unlimited contract,English,1000+,Bank,No
993,30/11/2020 21:31:01,29,Male,London,Software Engineer,9.0,0.0,Senior,Typescript,"Javascript / Typescript, Java / Scala",113000.0,25.0,full-time,Unlimited contract,English,1000+,Corporation ,No
994,30/11/2020 21:45:21,38,Male,Munich,Product Manager,12.0,12.0,Senior,Node,"Python, PHP, SQL",74000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
995,30/11/2020 21:48:26,32,Male,Berlin,Data Engineer,7.0,5.0,Senior,Python/SQL,"AWS, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
996,30/11/2020 21:57:56,37,Male,Berlin,Data Scientist,10.0,10.0,Senior,Python,"Python, SQL, AWS, Azure, Kubernetes, Docker",82000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
997,30/11/2020 21:58:51,29,Male,Karlsruhe,DevOps,6.0,5.0,Senior,"php, js, python, docker","SQL, AWS, Azure",64800.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
1000,30/11/2020 22:42:01,39,Male,Berlin,Software Engineer,12.0,6.0,Lead,Javascript,"Python, Javascript / Typescript, SQL, AWS, Docker",82000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1001,30/11/2020 22:42:57,32,Male,Vienna,DataOps Team Lead,10.0,10.0,Lead,Java,"Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,25.0,full-time,Unlimited contract,German,1000+,Transport & Logistics,No
1002,30/11/2020 23:26:56,26,Female,Berlin,Backend Developer,5.0,0.0,Middle,Java,Python,65000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1003,30/11/2020 23:38:05,30,Male,Berlin,Software Engineer,9.0,1.0,Middle,"TypeScript, Kotlin","Kotlin, Javascript / Typescript, Rust",77000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1004,01/12/2020 00:06:49,32,Female,Munich,Data Scientist,5.0,5.0,Senior,Python ,"Python, Go",80000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1005,01/12/2020 00:16:18,32,Male,Munich,Software Engineer,8.0,1.0,Senior,C++,"Python, C/C++",65000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1006,01/12/2020 00:20:42,31,Male,Helsinki,Software Engineer,5.0,0.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, AWS, Kubernetes, Docker",59064.0,30.0,full-time,Unlimited contract,English,51-100,Product,No
1007,01/12/2020 00:25:07,30,Male,Berlin,Software Engineer,10.0,6.0,Senior,Ruby,"Python, Javascript / Typescript, Ruby, .NET, Java / Scala, Azure, Kubernetes",90000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1009,01/12/2020 00:32:53,30,Female,Berlin,QA Engineer,8.0,6.0,Senior,Javascript,"Javascript / Typescript, AWS, Docker",70000.0,31.0,full-time,Unlimited contract,English,101-1000,Product,No
1010,01/12/2020 00:38:14,25,Male,Hamburg,Backend Developer,5.0,1.0,Middle,Java,"Kotlin, SQL",53500.0,29.0,full-time,Unlimited contract,English,1000+,Product,No
1012,01/12/2020 07:13:14,26,Male,Munich,Software Engineer,4.0,0.0,Middle,JavaScript / TypeScript,Javascript / Typescript,75000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1015,01/12/2020 08:39:16,39,Male,Siegen,Software Engineer,16.0,6.0,Senior,Embedded,C/C++,62400.0,30.0,full-time,Unlimited contract,Russian,1000+,Product,No
1018,01/12/2020 08:52:15,38,Male,Munich,Software Engineer,16.0,5.0,Senior,.net,.NET,90000.0,36.0,full-time,Unlimited contract,English,101-1000,Product,No
1020,01/12/2020 09:47:47,32,Male,Innsbruck,Data Scientist,3.0,0.0,Senior,Python,"R, SQL, AWS, Google Cloud",62000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1021,01/12/2020 09:50:38,30,Female,Munich,Frontend Developer,9.0,3.0,Senior,"JavaScript, TypeScript",PHP,60000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1022,01/12/2020 09:59:53,34,Male,Berlin,Backend Developer,10.0,4.0,Middle,Java,Docker,65600.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1023,01/12/2020 10:04:53,36,Male,Stockholm,Mobile Developer,14.0,7.0,Senior,Java,Kotlin,80000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1024,01/12/2020 10:11:09,26,Female,Hannover,QA Engineer,2.0,0.0,Middle,Tricentis Tosca,"Java / Scala, SQL",32000.0,30.0,full-time,Unlimited contract,German,1000+,Non-tech retail,No
1025,01/12/2020 10:48:26,28,Female,Berlin,Data Analyst,3.0,2.5,Middle,SQL,"Python, Javascript / Typescript, Ruby, AWS",53000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1026,01/12/2020 11:17:35,25,Male,Berlin,Software Engineer,6.0,0.0,Middle,Scala,"Python, Javascript / Typescript, Java / Scala, AWS, Kubernetes",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1027,01/12/2020 12:29:04,28,Male,Berlin,Data Scientist,6.0,6.0,Lead,"Python, SQL","Python, Javascript / Typescript, SQL, AWS, Google Cloud",78000.0,26.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1029,01/12/2020 13:56:36,35,Male,Berlin,Software Engineer,20.0,5.0,Senior,JavaScript,"Javascript / Typescript, AWS, Kubernetes, Docker",100000.0,32.0,full-time,Unlimited contract,English,1000+,Product,No
1030,01/12/2020 13:58:10,25,Male,Brussels ,Data Scientist,1.0,"<bound method NDFrame._add_numeric_operations.<locals>.median of 0       3.0
1       4.0
2       6.0
3       1.0
4       6.0
       ... 
1248    5.0
1249    1.5
1250    2.0
1251    7.0
1252    2.0
Name: germany_experience, Length: 1236, dtype: object>",Junior,Python ,"Python, SQL, AWS",38000.0,20.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1031,01/12/2020 14:21:01,23,Female,Berlin,Data analyst ,1.0,1.0,Junior,Sql ,"Python, R, SQL, Google Cloud",36000.0,28.0,full-time,Unlimited contract,English,1000+,Startup,No
1032,01/12/2020 14:33:35,28,Male,Munich,Software Engineer,3.0,3.0,Junior,.NET,"Python, C/C++, .NET",65000.0,30.0,full-time,Unlimited contract,English,1000+,Finance,No
1033,01/12/2020 14:58:24,36,Male,Berlin,Software Engineer,10.0,10.0,Principal,Java & Distributed Systems Stuff,"Python, Javascript / Typescript, Java / Scala, SQL, Google Cloud, Kubernetes, Docker",100000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1035,01/12/2020 16:16:38,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No
1036,01/12/2020 16:16:56,30,Male,Heidelberg,Software Engineer,9.0,4.0,Senior,.NET,"Javascript / Typescript, .NET, Docker",60000.0,30.0,full-time,Temporary contract,English,1000+,Research,No
1037,01/12/2020 16:36:05,28,Male,Zurich,Software Engineer,6.0,0.0,Middle,C++,"Python, C/C++, Java / Scala",100000.0,25.0,full-time,Unlimited contract,German,11-50,Product,No
1038,01/12/2020 17:50:06,29,Male,Berlin,Frontend Developer,5.0,5.0,Middle,javascript,"Javascript / Typescript, Kubernetes, Docker",66000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1039,01/12/2020 18:09:57,37,Male,Berlin,Backend Developer,15.0,6.0,Middle,Elixir,"Python, Ruby, Kubernetes, Docker",73000.0,30.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1040,01/12/2020 18:58:24,26,Female,Prague,Software Engineer,4.0,1.0,Middle,C#,.NET,64000.0,25.0,full-time,Unlimited contract,English,1000+,Product,No
1041,01/12/2020 19:09:43,26,Male,Berlin,Product Analyst,4.0,3.0,Middle,Python,"Python, Javascript / Typescript, SQL, Google Cloud",55000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1042,01/12/2020 19:26:55,31,Male,Munich,Software Engineer,5.0,2.0,Middle,Java,"Javascript / Typescript, Java / Scala, SQL, Docker",74000.0,27.0,full-time,Unlimited contract,English,1000+,Product,No
1043,01/12/2020 20:57:41,34,Female,Hildesheim ,QA Engineer,11.0,2.0,Senior,QA,"Python, SQL",60000.0,30.0,full-time,Unlimited contract,German,1000+,Product,No
1044,01/12/2020 21:28:19,34,Male,Hamburg,DevOps,8.0,1.0,Senior,Embedded,C/C++,67500.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1045,01/12/2020 22:23:17,36,Male,Munich,Software Engineer,13.0,5.0,Head,Java,"Javascript / Typescript, Java / Scala, AWS, Azure, Kubernetes, Docker",90000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1046,01/12/2020 23:24:17,36,Male,Berlin,DevOps,17.0,4.0,Head,Python,"Go, AWS, Kubernetes, Docker",124000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1048,02/12/2020 00:27:03,31,Male,Berlin,Software Engineer,7.0,2.0,Senior,Java,"SQL, AWS, Kubernetes, Docker",75000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1049,02/12/2020 04:49:47,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
1050,02/12/2020 04:49:53,28,Male,Munich,Software Engineer,8.0,1.0,Senior,PHP,"PHP, Javascript / Typescript, SQL, Go, AWS",57000.0,28.0,full-time,Unlimited contract,English,51-100,Product,No
1051,02/12/2020 08:56:43,36,Male,Berlin,Backend Developer,16.0,8.0,Lead,Scala,"Python, Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",120000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1052,02/12/2020 10:35:10,22,Female,Eindhoven,Frontend Developer,2.0,0.0,Junior,JS,"Javascript / Typescript, SQL, Docker",24000.0,24.0,full-time,Unlimited contract,English,11-50,Product,No
1054,02/12/2020 12:06:42,30,Male,Berlin,Backend Developer,4.0,2.0,Middle,python,Python,58000.0,24.0,full-time,Unlimited contract,English,101-1000,Product,No
1055,02/12/2020 14:20:32,35,Male,Berlin,Software Engineer,12.0,6.0,Middle,Kotlin,"Python, Ruby, Java / Scala, AWS",75000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1057,02/12/2020 14:45:13,36,Male,Bonn,DevOps,15.0,1.0,Junior,jenkins bash,"Kotlin, Swift, Javascript / Typescript, Docker",52500.0,30.0,full-time,Unlimited contract,English,11-50,Product,No
1059,02/12/2020 17:06:36,28,Male,Cologne,Software Engineer,5.0,1.0,Middle,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker",50000.0,25.0,full-time,Unlimited contract,Russian,101-1000,Product,No
1060,02/12/2020 17:09:22,42,Male,Berlin,Backend Developer,19.0,3.0,Senior,PHP,"Kotlin, SQL, Kubernetes, Docker",66000.0,26.0,full-time,Unlimited contract,English,101-1000,Product,No
1061,02/12/2020 18:46:00,34,Male,Berlin,Backend Developer,14.0,4.0,Senior,Kotlin,"Java / Scala, SQL, AWS, Kubernetes, Docker",95000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1062,02/12/2020 19:35:54,27,Male,Hamburg,Backend Developer,0.0,0.0,Junior,Python,Javascript / Typescript,50000.0,30.0,full-time,Unlimited contract,English,up to 10,Startup,No
1063,02/12/2020 21:39:34,29,Male,Munich,Frontend Developer,5.0,3.0,Lead,javascript,Javascript / Typescript,70000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1064,02/12/2020 21:42:33,36,Female,Berlin,Data Scientist,5.0,5.0,Senior,Python,"Python, R",87000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1065,02/12/2020 21:53:01,31,Male,Berlin,Software Engineer,4.0,4.0,Senior,Python,"Python, Javascript / Typescript, AWS, Docker",68000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1067,03/12/2020 08:53:41,32,Male,Berlin,Software Engineer,13.0,5.0,Lead,JavaScript,"Javascript / Typescript, SQL, AWS, Docker",83000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1068,03/12/2020 09:40:36,36,Male,Prefer not to say,ML Engineer,6.0,6.0,Senior,Python,"Python, R, Docker",110000.0,30.0,full-time,Unlimited contract,English,101-1000,Startup,No
1069,03/12/2020 10:59:45,26,Male,Munich,Software Engineer,6.0,2.0,Senior,TypeScript,"AWS, Docker",93000.0,30.0,full-time,Unlimited contract,English,11-50,Startup,No
1070,03/12/2020 11:04:39,28,Female,Berlin,Data Scientist,4.0,2.0,Middle,Python,Python,73700.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1071,03/12/2020 11:52:21,34,Male,Munich,Data Scientist,10.0,10.0,Senior,Python,"R, SQL, AWS, Docker",85000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
1072,03/12/2020 13:25:21,38,Male,Berlin,Data Scientist,10.0,9.0,Senior,Python,Python,87550.0,30.0,full-time,Unlimited contract,German,101-1000,Product,No
1073,03/12/2020 13:58:08,37,Male,Berlin,Software Engineer,16.0,8.0,Senior,Java,"Google Cloud, Kubernetes, Docker",80000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1074,03/12/2020 21:03:20,31,Male,Berlin,Backend Developer,9.0,1.0,Senior,NodeJS/TS,Javascript / Typescript,65000.0,27.0,full-time,Unlimited contract,English,51-100,Startup,No
1075,03/12/2020 21:25:35,38,Male,Berlin,Backend Developer,15.0,1.0,Middle,PHP/MySQL,"PHP, SQL, Docker, VMs",40700.0,25.0,full-time,Unlimited contract,English,11-50,Consulting / Agency,No
1077,03/12/2020 22:07:03,25,Male,Hamburg,ML Engineer,2.0,2.0,Middle,Python,.NET,60000.0,28.0,full-time,Unlimited contract,German,11-50,Product,No
1078,04/12/2020 09:21:01,33,Female,Berlin,Frontend Developer,13.0,4.0,Middle,"Angular, TypeScript",Javascript / Typescript,47745.0,30.0,part-time,Unlimited contract,English,1000+,Product,No
1079,04/12/2020 10:37:11,39,Female,Berlin,Data Scientist,2.5,2.0,Junior,python,"C/C++, R, SQL",60000.0,30.0,full-time,Unlimited contract,English,up to 10,corporate incubator,Yes
1080,04/12/2020 11:18:51,25,Male,Hamburg,Software Engineer,1.0,1.0,Junior,C#,"Javascript / Typescript, .NET, SQL, Kubernetes",43500.0,28.0,full-time,Unlimited contract,German,51-100,Startup,No
1081,04/12/2020 11:51:26,30,Female,Berlin,Software Engineer,7.0,3.0,Senior,Java,"Python, Javascript / Typescript",60000.0,27.0,full-time,Unlimited contract,English,51-100,Product,No
1086,05/12/2020 00:19:36,35,Male,Munich,Software Engineer,14.0,1.0,Senior,C++,"Python, C/C++",98000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1087,05/12/2020 03:34:07,25,Male,Cologne,ML Engineer,2.0,2.0,Middle,"NLP, Python","Python, C/C++, Google Cloud, Docker",51000.0,24.0,full-time,Temporary contract,English,up to 10,Startup,No
1088,05/12/2020 10:09:33,31,Male,Berlin,Software Engineer,4.0,1.0,Senior,Java,"Python, Javascript / Typescript, SQL, AWS, Kubernetes",69000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1090,05/12/2020 12:43:21,25,Female,Amsterdam,Data Scientist,1.5,0.0,Middle,Python,"AWS, Docker",49850.0,25.0,full-time,Unlimited contract,English,11-50,Startup,No
1091,05/12/2020 13:42:21,27,Male,Dusseldurf,Backend Developer,2.0,0.0,Middle,PHP,Kotlin,50000.0,28.0,full-time,Unlimited contract,English,101-1000,Product,No
1092,05/12/2020 13:52:19,37,Male,Berlin,Software Engineer,12.0,6.0,Middle,php,"PHP, SQL, Docker",65000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1094,05/12/2020 15:16:24,32,Male,Hamburg,ML Engineer,4.0,1.5,Middle,"Python, Whole Apache Data Science Stack, AWS","Javascript / Typescript, SQL, AWS, Docker",37500.0,24.0,full-time,Unlimited contract,German,101-1000,Consulting / Agency,No
1095,05/12/2020 17:29:17,28,Female,Berlin,Backend Developer,3.0,2.0,Middle,Python,"AWS, Docker",65000.0,30.0,full-time,Unlimited contract,English,1000+,Product,No
1096,05/12/2020 18:10:14,35,Male,Fr,Backend Developer,4.0,2.5,Middle,Java,"Javascript / Typescript, Java / Scala, SQL",42000.0,28.0,full-time,Unlimited contract,English,51-100,Consulting / Agency,No
1097,05/12/2020 22:37:41,36,Male,Berlin,Staff Engineer,15.0,4.0,Lead,Go,"PHP, AWS, Kubernetes, Docker",85000.0,28.0,full-time,Unlimited contract,English,1000+,Product,No
1098,06/12/2020 14:46:17,32,Male,Berlin,Designer (UI/UX),5.0,10.0,Senior,Java,"Python, PHP, Javascript / Typescript, SQL",70000.0,24.0,freelancer,Unlimited contract,German,up to 10,Startup,No
1100,06/12/2020 19:01:46,33,Male,Berlin,Head of IT,3.0,3.0,Head,Python,"Python, Javascript / Typescript, Docker",100000.0,32.0,full-time,Unlimited contract,German,51-100,Product,Yes
1101,06/12/2020 21:08:57,35,Male,Berlin,Backend Developer,13.0,5.0,Senior,Php,"PHP, SQL, Go, AWS, Docker",68000.0,26.0,full-time,Unlimited contract,English,1000+,Product,No
1102,06/12/2020 21:17:41,32,Female,Berlin,Computational linguist,5.0,5.0,Middle,Java,"Python, Docker",50400.0,29.0,full-time,Unlimited contract,English,11-50,Product,No
1104,07/12/2020 03:52:51,28,Male,Berlin,Product Analyst,4.0,0.0,Junior,SQL,"Python, Clojure, SQL",55000.0,22.0,full-time,Unlimited contract,English,1000+,Product,No
1105,07/12/2020 06:56:43,30,Male,Hamburg,Data Scientist,5.0,5.0,Middle,Python,"Python, C/C++, SQL, AWS",55000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1108,07/12/2020 09:25:26,32,Male,Berlin,Backend Developer,10.0,5.0,Senior,Node.js,"Javascript / Typescript, SQL, Google Cloud, Kubernetes, Docker",80000.0,24.0,full-time,Unlimited contract,English,11-50,Startup,No
1109,07/12/2020 13:10:18,33,Male,Munich,Software Engineer,5.0,5.0,Senior,Embedded C++,"Python, C/C++",61000.0,30.0,full-time,Unlimited contract,English,1000+,Consulting / Agency,No
1110,07/12/2020 16:36:43,31,Male,Berlin,Data Engineer,4.0,2.0,Middle,Python,"Python, SQL, AWS, Docker",50000.0,30.0,full-time,Unlimited contract,English,101-1000,Product,No
1112,07/12/2020 21:22:11,32,Male,Munich,Software Engineer,10.0,3.0,Lead,Swift,Java / Scala,75000.0,27.0,full-time,Unlimited contract,English,101-1000,Product,No
1114,07/12/2020 22:48:05,25,Male,Munich,Frontend Developer,7.0,1.0,Senior,JS,"C/C++, Javascript / Typescript, AWS, Google Cloud, Kubernetes",70000.0,28.0,full-time,Unlimited contract,English,101-1000,Consulting / Agency,No
